Timestamp	ID	Payload	Payload Length	Type	Name
1,666535	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,667039	192	00  00  00  00  01  00  00  00	8	S	
1,668538	192	00  00  00  00  01  00  00  00	8	S	
1,671570	173	02  00  00  00  00  00  00  00	8	S	
1,672058	172	00  00  02  00  7B  C5  05  00	8	S	
1,672550	171	00  00  00  00  00  08  00  00	8	S	
1,673029	168	47  00  48  22  00  00  05  00	8	S	
1,673505	167	0C  00  00  00  6E  FF  46  FF	8	S	
1,673997	166	02  00  01  00  00  00  00  00	8	S	
1,674477	165	06  02  00  00  00  00  DA  FB	8	S	
1,674976	164	00  00  00  00  00  00  00  00	8	S	
1,675444	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,675948	192	00  00  00  00  01  00  00  00	8	S	
1,678535	192	00  00  00  00  01  00  00  00	8	S	
1,680567	173	00  00  00  00  00  00  00  00	8	S	
1,681058	172	00  00  02  00  7E  C5  05  00	8	S	
1,681550	171	00  00  00  00  00  08  00  00	8	S	
1,682026	168	47  00  48  22  FD  FF  04  00	8	S	
1,682514	167	0C  00  00  00  7F  FF  43  FF	8	S	
1,683010	166	00  00  04  00  00  00  00  00	8	S	
1,683489	165	07  02  00  00  00  00  DA  FB	8	S	
1,683989	164	00  00  00  00  00  00  00  00	8	S	
1,684449	163	ED  01  D9  01  EC  01  EC  01	8	S	
1,684952	192	00  00  00  00  01  00  00  00	8	S	
1,688531	192	00  00  00  00  01  00  00  00	8	S	
1,689567	173	02  00  00  00  00  00  00  00	8	S	
1,690047	172	00  00  0A  00  81  C5  05  00	8	S	
1,690538	171	00  00  00  00  00  08  00  00	8	S	
1,691006	168	47  00  48  22  FD  FF  13  00	8	S	
1,691486	167	11  00  00  00  69  FF  4B  FF	8	S	
1,691978	166	08  00  0A  00  05  00  00  00	8	S	
1,692461	165	08  02  00  00  00  00  DA  FB	8	S	
1,692961	164	00  00  00  00  00  00  00  00	8	S	
1,693421	163	ED  01  D9  01  EC  01  EC  01	8	S	
1,693924	192	00  00  00  00  01  00  00  00	8	S	
1,698527	192	00  00  00  00  01  00  00  00	8	S	
1,699023	173	02  00  00  00  00  00  00  00	8	S	
1,699506	172	00  00  00  00  84  C5  05  00	8	S	
1,699998	171	00  00  00  00  00  08  00  00	8	S	
1,700474	168	47  00  48  22  FA  FF  00  00	8	S	
1,700962	167	0A  00  00  00  71  FF  3E  FF	8	S	
1,701446	166	02  00  0A  00  05  00  00  00	8	S	
1,701925	165	07  02  FF  FF  00  00  DA  FB	8	S	
1,702425	164	00  00  00  00  00  00  00  00	8	S	
1,702893	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,703528	192	00  00  00  00  01  00  00  00	8	S	
1,707568	173	00  00  00  00  00  00  00  00	8	S	
1,708040	174	10  00  24  18  10  05  13  20	8	S	
1,708528	172	00  00  03  00  87  C5  05  00	8	S	
1,709020	171	00  00  00  00  00  08  00  00	8	S	
1,709503	170	07  00  01  04  01  00  80  00	8	S	
1,709971	169	97  00  FA  00  FC  01  87  04	8	S	
1,710447	168	47  00  48  22  FB  FF  06  00	8	S	
1,710927	167	11  00  00  00  6E  FF  3A  FF	8	S	
1,711418	166	00  00  07  00  0C  00  00  00	8	S	
1,711902	165	08  02  00  00  00  00  DA  FB	8	S	
1,712401	164	00  00  00  00  00  00  00  00	8	S	
1,712869	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,713345	162	F0  D8  F0  D8  B8  01  00  00	8	S	
1,713797	161	26  01  E9  08  E7  08  F0  D8	8	S	
1,714269	160	ED  00  EB  00  EE  00  FB  00	8	S	
1,714772	192	00  00  00  00  01  00  00  00	8	S	
1,715284	192	00  00  00  00  01  00  00  00	8	S	
1,716568	173	02  00  00  00  00  00  00  00	8	S	
1,717052	172	00  00  00  00  8A  C5  05  00	8	S	
1,717544	171	00  00  00  00  00  08  00  00	8	S	
1,718019	168	47  00  48  22  FF  FF  01  00	8	S	
1,718507	167	0F  00  00  00  7F  FF  46  FF	8	S	
1,718998	166	FB  FF  F9  FF  FE  FF  00  00	8	S	
1,719479	165	08  02  00  00  00  00  D9  FB	8	S	
1,719978	164	00  00  00  00  00  00  00  00	8	S	
1,720438	163	ED  01  D9  01  EC  01  EC  01	8	S	
1,720942	192	00  00  00  00  01  00  00  00	8	S	
1,723525	192	00  00  00  00  01  00  00  00	8	S	
1,725725	173	09  00  00  00  00  00  00  00	8	S	
1,726212	172	00  00  FF  FF  8D  C5  05  00	8	S	
1,726704	171	00  00  00  00  00  08  00  00	8	S	
1,727184	168	47  00  48  22  FE  FF  FE  FF	8	S	
1,727667	167	08  00  00  00  7A  FF  43  FF	8	S	
1,728151	166	FD  FF  00  00  FE  FF  00  00	8	S	
1,728631	165	06  02  FF  FF  00  00  D9  FB	8	S	
1,729131	164	00  00  00  00  00  00  00  00	8	S	
1,729599	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,730102	192	00  00  00  00  01  00  00  00	8	S	
1,733525	192	00  00  00  00  01  00  00  00	8	S	
1,734565	173	09  00  00  00  00  00  00  00	8	S	
1,735053	172	00  00  00  00  90  C5  05  00	8	S	
1,735544	171	00  00  00  00  00  08  00  00	8	S	
1,736028	168	47  00  48  22  00  00  FF  FF	8	S	
1,736516	167	06  00  00  00  7F  FF  3A  FF	8	S	
1,737008	166	00  00  FF  FF  03  00  00  00	8	S	
1,737487	165	08  02  00  00  00  00  D9  FB	8	S	
1,737987	164	00  00  00  00  00  00  00  00	8	S	
1,738455	163	ED  01  D8  01  ED  01  EB  01	8	S	
1,738958	192	00  00  00  00  01  00  00  00	8	S	
1,743516	192	00  00  00  00  01  00  00  00	8	S	
1,744013	173	0C  00  00  00  00  00  00  00	8	S	
1,744500	172	00  00  00  00  93  C5  05  00	8	S	
1,744992	171	00  00  00  00  00  08  00  00	8	S	
1,745472	168	47  00  48  22  FF  FF  00  00	8	S	
1,745959	167	0C  00  00  00  7A  FF  43  FF	8	S	
1,746459	166	00  00  00  00  00  00  00  00	8	S	
1,746939	165	0A  02  01  00  00  00  D9  FB	8	S	
1,747439	164	00  00  00  00  00  00  00  00	8	S	
1,747906	163	ED  01  D8  01  ED  01  EB  01	8	S	
1,748546	192	00  00  00  00  01  00  00  00	8	S	
1,752638	173	00  00  00  00  00  00  00  00	8	S	
1,753118	172	00  00  05  00  96  C5  05  00	8	S	
1,753610	171	00  00  00  00  00  08  00  00	8	S	
1,754089	168	47  00  48  22  00  00  09  00	8	S	
1,754573	167	0A  00  00  00  76  FF  46  FF	8	S	
1,755057	166	05  00  03  00  03  00  00  00	8	S	
1,755537	165	08  02  00  00  00  00  D9  FB	8	S	
1,756036	164	00  00  00  00  00  00  00  00	8	S	
1,756504	163	ED  01  D8  01  ED  01  EC  01	8	S	
1,757008	192	00  00  00  00  01  00  00  00	8	S	
1,758523	192	00  00  00  00  01  00  00  00	8	S	
1,761639	173	02  00  00  00  00  00  00  00	8	S	
1,762123	172	00  00  00  00  99  C5  05  00	8	S	
1,762614	171	00  00  00  00  00  08  00  00	8	S	
1,763094	168	47  00  48  22  FF  FF  00  00	8	S	
1,763574	167	11  00  00  00  7A  FF  2D  FF	8	S	
1,764078	166	00  00  00  00  FB  FF  00  00	8	S	
1,764557	165	08  02  00  00  00  00  D9  FB	8	S	
1,765057	164	00  00  00  00  00  00  00  00	8	S	
1,765517	163	EC  01  DA  01  ED  01  EC  01	8	S	
1,766021	192	00  00  00  00  01  00  00  00	8	S	
1,768516	192	00  00  00  00  01  00  00  00	8	S	
1,770560	173	04  00  00  00  00  00  00  00	8	S	
1,771043	172	00  00  FB  FF  9C  C5  05  00	8	S	
1,771535	171	00  00  00  00  00  08  00  00	8	S	
1,772007	168	47  00  48  22  00  00  F6  FF	8	S	
1,772491	167	0C  00  00  00  7F  FF  35  FF	8	S	
1,772978	166	FA  FF  FB  FF  02  00  00  00	8	S	
1,773458	165	07  02  FF  FF  00  00  D9  FB	8	S	
1,773958	164	00  00  00  00  00  00  00  00	8	S	
1,774417	163	EC  01  DA  01  ED  01  EC  01	8	S	
1,774921	192	00  00  00  00  01  00  00  00	8	S	
1,778512	192	00  00  00  00  01  00  00  00	8	S	
1,779564	173	00  00  00  00  00  00  00  00	8	S	
1,780047	172	00  00  0C  00  9F  C5  05  00	8	S	
1,780539	171	00  00  00  00  00  08  00  00	8	S	
1,781015	168	47  00  48  22  FF  FF  18  00	8	S	
1,781495	167	13  00  00  00  60  FF  46  FF	8	S	
1,781979	166	0D  00  09  00  0E  00  00  00	8	S	
1,782458	165	08  02  00  00  00  00  D9  FB	8	S	
1,782958	164	00  00  00  00  00  00  00  00	8	S	
1,783426	163	EC  01  D8  01  ED  01  EC  01	8	S	
1,783929	192	00  00  00  00  01  00  00  00	8	S	
1,788507	192	00  00  00  00  01  00  00  00	8	S	
1,789003	173	00  00  00  00  00  00  00  00	8	S	
1,789491	172	00  00  00  00  A2  C5  05  00	8	S	
1,789983	171	00  00  00  00  00  08  00  00	8	S	
1,790463	168	47  00  48  22  FF  FF  00  00	8	S	
1,790938	167	0C  00  00  00  69  FF  35  FF	8	S	
1,791430	166	FA  FF  FE  FF  FE  FF  00  00	8	S	
1,791910	165	08  02  00  00  00  00  D9  FB	8	S	
1,792409	164	00  00  00  00  00  00  00  00	8	S	
1,792877	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,793513	192	00  00  00  00  01  00  00  00	8	S	
1,797633	173	00  00  00  00  00  00  00  00	8	S	
1,798117	172	00  00  00  00  A5  C5  05  00	8	S	
1,798609	171	00  00  00  00  00  08  00  00	8	S	
1,799092	168	47  00  48  22  02  00  00  00	8	S	
1,799568	167	0F  00  00  00  69  FF  35  FF	8	S	
1,800056	166	02  00  FE  FF  00  00  00  00	8	S	
1,800536	165	08  02  00  00  00  00  D9  FB	8	S	
1,801035	164	00  00  00  00  00  00  00  00	8	S	
1,801503	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,802007	192	00  00  00  00  01  00  00  00	8	S	
1,803514	192	00  00  00  00  01  00  00  00	8	S	
1,806634	173	02  00  00  00  00  00  00  00	8	S	
1,807106	174	10  00  24  18  10  05  13  20	8	S	
1,807598	172	00  00  00  00  A8  C5  05  00	8	S	
1,808089	171	00  00  00  00  00  08  00  00	8	S	
1,808573	170	07  00  01  04  01  00  80  00	8	S	
1,809041	169	97  00  FA  00  FB  01  84  04	8	S	
1,809520	168	47  00  48  22  FF  FF  00  00	8	S	
1,810000	167	0F  00  00  00  76  FF  4B  FF	8	S	
1,810500	166	00  00  00  00  00  00  00  00	8	S	
1,810984	165	09  02  00  00  00  00  D9  FB	8	S	
1,811483	164	00  00  00  00  00  00  00  00	8	S	
1,811951	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,812411	162	F0  D8  F0  D8  B2  01  00  00	8	S	
1,812871	161	25  01  E9  08  E7  08  F0  D8	8	S	
1,813354	160	EC  00  EC  00  EE  00  FC  00	8	S	
1,813858	192	00  00  00  00  01  00  00  00	8	S	
1,814370	192	00  00  00  00  01  00  00  00	8	S	
1,815554	173	04  00  00  00  00  00  00  00	8	S	
1,816030	172	00  00  FE  FF  AB  C5  05  00	8	S	
1,816522	171	00  00  00  00  00  08  00  00	8	S	
1,817005	168	47  00  48  22  00  00  FB  FF	8	S	
1,817493	167	0F  00  00  00  7A  FF  35  FF	8	S	
1,817981	166	FD  FF  FE  FF  FB  FF  00  00	8	S	
1,818464	165	09  02  00  00  00  00  D9  FB	8	S	
1,818964	164	00  00  00  00  00  00  00  00	8	S	
1,819432	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,819935	192	00  00  00  00  01  00  00  00	8	S	
1,823502	192	00  00  00  00  01  00  00  00	8	S	
1,824554	173	00  00  00  00  00  00  00  00	8	S	
1,825038	172	00  00  00  00  AE  C5  05  00	8	S	
1,825530	171	00  00  00  00  00  08  00  00	8	S	
1,826005	168	47  00  48  22  04  00  FE  FF	8	S	
1,826493	167	0C  00  00  00  7F  FF  3E  FF	8	S	
1,826981	166	02  00  FB  FF  FE  FF  00  00	8	S	
1,827465	165	09  02  00  00  00  00  D9  FB	8	S	
1,827964	164	00  00  00  00  00  00  00  00	8	S	
1,828432	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,828936	192	00  00  00  00  01  00  00  00	8	S	
1,833502	192	00  00  00  00  01  00  00  00	8	S	
1,833998	173	00  00  00  00  00  00  00  00	8	S	
1,834481	172	00  00  03  00  B1  C5  05  00	8	S	
1,834973	171	00  00  00  00  00  08  00  00	8	S	
1,835449	168	47  00  48  22  FB  FF  05  00	8	S	
1,835925	167	0C  00  00  00  76  FF  35  FF	8	S	
1,836416	166	00  00  06  00  00  00  00  00	8	S	
1,836900	165	09  02  00  00  00  00  D9  FB	8	S	
1,837400	164	00  00  00  00  00  00  00  00	8	S	
1,837868	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,838503	192	00  00  00  00  01  00  00  00	8	S	
1,842628	173	02  00  00  00  00  00  00  00	8	S	
1,843103	172	00  00  F8  FF  B4  C5  05  00	8	S	
1,843595	171	00  00  00  00  00  08  00  00	8	S	
1,844062	168	47  00  48  22  01  00  F0  FF	8	S	
1,844542	167	0F  00  00  00  87  FF  4B  FF	8	S	
1,845022	166	F7  FF  F8  FF  F8  FF  00  00	8	S	
1,845506	165	09  02  00  00  00  00  D9  FB	8	S	
1,846005	164	00  00  00  00  00  00  00  00	8	S	
1,846473	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,846977	192	00  00  00  00  01  00  00  00	8	S	
1,848505	192	00  00  00  00  01  00  00  00	8	S	
1,851712	173	00  00  00  00  00  00  00  00	8	S	
1,852200	172	00  00  FF  FF  B7  C5  05  00	8	S	
1,852692	171	00  00  00  00  00  08  00  00	8	S	
1,853168	168	47  00  48  22  00  00  FE  FF	8	S	
1,853647	167	0F  00  00  00  76  FF  3E  FF	8	S	
1,854135	166	00  00  FE  FF  FE  FF  00  00	8	S	
1,854619	165	09  02  00  00  00  00  D9  FB	8	S	
1,855118	164	00  00  00  00  00  00  00  00	8	S	
1,855586	163	ED  01  D8  01  ED  01  EC  01	8	S	
1,856090	192	00  00  00  00  01  00  00  00	8	S	
1,858501	192	00  00  00  00  01  00  00  00	8	S	
1,860621	173	02  00  00  00  00  00  00  00	8	S	
1,861101	172	00  00  F8  FF  BA  C5  05  00	8	S	
1,861593	171	00  00  00  00  00  08  00  00	8	S	
1,862068	168	47  00  48  22  00  00  F0  FF	8	S	
1,862552	167	0A  00  00  00  87  FF  46  FF	8	S	
1,863036	166	F7  FF  F8  FF  EF  FF  00  00	8	S	
1,863520	165	09  02  00  00  00  00  D9  FB	8	S	
1,864019	164	00  00  00  00  00  00  00  00	8	S	
1,864483	163	ED  01  D9  01  ED  01  EC  01	8	S	
1,864987	192	00  00  00  00  01  00  00  00	8	S	
1,868494	192	00  00  00  00  01  00  00  00	8	S	
1,869617	173	04  00  00  00  00  00  00  00	8	S	
1,870101	172	00  00  FF  FF  BD  C5  05  00	8	S	
1,870593	171	00  00  00  00  00  08  00  00	8	S	
1,871068	168	47  00  48  22  00  00  FE  FF	8	S	
1,871556	167	0C  00  00  00  87  FF  43  FF	8	S	
1,872048	166	00  00  FE  FF  00  00  00  00	8	S	
1,872528	165	08  02  00  00  00  00  D9  FB	8	S	
1,873027	164	00  00  00  00  00  00  00  00	8	S	
1,873495	163	ED  01  D8  01  ED  01  EC  01	8	S	
1,873999	192	00  00  00  00  01  00  00  00	8	S	
1,878493	192	00  00  00  00  01  00  00  00	8	S	
1,878989	173	00  00  00  00  00  00  00  00	8	S	
1,879473	172	00  00  01  00  C0  C5  05  00	8	S	
1,879964	171	00  00  00  00  00  08  00  00	8	S	
1,880436	168	47  00  48  22  FD  FF  02  00	8	S	
1,880920	167	0F  00  00  00  7A  FF  3E  FF	8	S	
1,881412	166	00  00  03  00  05  00  00  00	8	S	
1,881892	165	08  02  00  00  00  00  D9  FB	8	S	
1,882391	164	00  00  00  00  00  00  00  00	8	S	
1,882859	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,883499	192	00  00  00  00  01  00  00  00	8	S	
1,887547	173	00  00  00  00  00  00  00  00	8	S	
1,888038	172	00  00  00  00  C3  C5  05  00	8	S	
1,888530	171	00  00  00  00  00  08  00  00	8	S	
1,889014	168	47  00  48  22  02  00  00  00	8	S	
1,889497	167	0C  00  00  00  71  FF  3A  FF	8	S	
1,889985	166	02  00  FE  FF  00  00  00  00	8	S	
1,890469	165	09  02  00  00  00  00  D9  FB	8	S	
1,890969	164	00  00  00  00  00  00  00  00	8	S	
1,891437	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,891940	192	00  00  00  00  01  00  00  00	8	S	
1,893496	192	00  00  00  00  01  00  00  00	8	S	
1,896616	173	07  00  00  00  00  00  00  00	8	S	
1,897099	172	00  00  00  00  C6  C5  05  00	8	S	
1,897591	171	00  00  00  00  00  08  00  00	8	S	
1,898071	168	47  00  48  22  FF  FF  00  00	8	S	
1,898554	167	0F  00  00  00  7A  FF  3E  FF	8	S	
1,899046	166	00  00  00  00  FE  FF  00  00	8	S	
1,899530	165	07  02  00  00  00  00  D9  FB	8	S	
1,900030	164	00  00  00  00  00  00  00  00	8	S	
1,900497	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,901001	192	00  00  00  00  01  00  00  00	8	S	
1,903492	192	00  00  00  00  01  00  00  00	8	S	
1,905616	173	02  00  00  00  00  00  00  00	8	S	
1,906088	174	10  00  24  18  10  05  13  20	8	S	
1,906576	172	00  00  FF  FF  C9  C5  05  00	8	S	
1,907067	171	00  00  00  00  00  08  00  00	8	S	
1,907551	170	07  00  01  04  01  00  80  00	8	S	
1,908027	169	97  00  FC  00  FA  01  88  04	8	S	
1,908503	168	47  00  48  22  00  00  FE  FF	8	S	
1,908990	167	0F  00  00  00  7A  FF  35  FF	8	S	
1,909482	166	00  00  FE  FF  00  00  00  00	8	S	
1,909962	165	08  02  00  00  00  00  D9  FB	8	S	
1,910461	164	00  00  00  00  00  00  00  00	8	S	
1,910929	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,911393	162	F0  D8  F0  D8  B6  01  00  00	8	S	
1,911845	161	27  01  E9  08  E7  08  F0  D8	8	S	
1,912313	160	EB  00  EB  00  EF  00  FB  00	8	S	
1,912816	192	00  00  00  00  01  00  00  00	8	S	
1,913492	192	00  00  00  00  01  00  00  00	8	S	
1,914700	173	04  00  00  00  00  00  00  00	8	S	
1,915184	172	00  00  03  00  CC  C5  05  00	8	S	
1,915675	171	00  00  00  00  00  08  00  00	8	S	
1,916151	168	47  00  48  22  FE  FF  06  00	8	S	
1,916635	167	0F  00  00  00  7A  FF  3A  FF	8	S	
1,917119	166	FA  FF  FB  FF  FE  FF  00  00	8	S	
1,917598	165	07  02  FF  FF  00  00  D9  FB	8	S	
1,918098	164	00  00  00  00  00  00  00  00	8	S	
1,918566	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,919069	192	00  00  00  00  01  00  00  00	8	S	
1,923484	192	00  00  00  00  01  00  00  00	8	S	
1,923980	173	00  00  00  00  00  00  00  00	8	S	
1,924467	172	00  00  F9  FF  CF  C5  05  00	8	S	
1,924959	171	00  00  00  00  00  08  00  00	8	S	
1,925435	168	47  00  48  22  00  00  F3  FF	8	S	
1,925922	167	0F  00  00  00  83  FF  43  FF	8	S	
1,926402	166	F7  FF  FB  FF  F0  FF  00  00	8	S	
1,926882	165	08  02  00  00  00  00  D9  FB	8	S	
1,927382	164	00  00  00  00  00  00  00  00	8	S	
1,927849	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,928485	192	00  00  00  00  01  00  00  00	8	S	
1,932537	173	02  00  00  00  00  00  00  00	8	S	
1,933017	172	00  00  F8  FF  D2  C5  05  00	8	S	
1,933509	171	00  00  00  00  00  08  00  00	8	S	
1,933984	168	47  00  48  22  00  00  F0  FF	8	S	
1,934468	167	0F  00  00  00  83  FF  46  FF	8	S	
1,934952	166	F8  FF  F9  FF  F6  FF  00  00	8	S	
1,935431	165	08  02  00  00  00  00  D9  FB	8	S	
1,935931	164	00  00  00  00  00  00  00  00	8	S	
1,936399	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,936903	192	00  00  00  00  01  00  00  00	8	S	
1,938486	192	00  00  00  00  01  00  00  00	8	S	
1,941610	173	02  00  00  00  00  00  00  00	8	S	
1,942094	172	00  00  FD  FF  D5  C5  05  00	8	S	
1,942585	171	00  00  00  00  00  08  00  00	8	S	
1,943061	168	47  00  48  22  01  00  F9  FF	8	S	
1,943545	167	13  00  00  00  87  FF  4F  FF	8	S	
1,944025	166	FE  FF  FC  FF  F8  FF  00  00	8	S	
1,944504	165	08  02  00  00  00  00  D9  FB	8	S	
1,945004	164	00  00  00  00  00  00  00  00	8	S	
1,945464	163	ED  01  D9  01  EC  01  EB  01	8	S	
1,945968	192	00  00  00  00  01  00  00  00	8	S	
1,948483	192	00  00  00  00  01  00  00  00	8	S	
1,950611	173	02  00  00  00  00  00  00  00	8	S	
1,951094	172	00  00  00  00  D8  C5  05  00	8	S	
1,951586	171	00  00  00  00  00  08  00  00	8	S	
1,952066	168	47  00  48  22  FE  FF  FF  FF	8	S	
1,952554	167	0C  00  00  00  7A  FF  43  FF	8	S	
1,953037	166	FE  FF  01  00  06  00  00  00	8	S	
1,953517	165	08  02  00  00  00  00  D9  FB	8	S	
1,954017	164	00  00  00  00  00  00  00  00	8	S	
1,954476	163	EC  01  D9  01  EC  01  EB  01	8	S	
1,954980	192	00  00  00  00  01  00  00  00	8	S	
1,958479	192	00  00  00  00  01  00  00  00	8	S	
1,959607	173	00  00  00  00  00  00  00  00	8	S	
1,960086	172	00  00  02  00  DB  C5  05  00	8	S	
1,960578	171	00  00  00  00  00  08  00  00	8	S	
1,961058	168	47  00  48  22  00  00  05  00	8	S	
1,961542	167	0F  00  00  00  7A  FF  3E  FF	8	S	
1,962033	166	02  00  01  00  00  00  00  00	8	S	
1,962513	165	08  02  00  00  00  00  D9  FB	8	S	
1,963013	164	00  00  00  00  00  00  00  00	8	S	
1,963473	163	EC  01  D9  01  EC  01  EC  01	8	S	
1,963976	192	00  00  00  00  01  00  00  00	8	S	
1,968475	192	00  00  00  00  01  00  00  00	8	S	
1,968966	173	04  00  00  00  00  00  00  00	8	S	
1,969442	172	00  00  0A  00  DE  C5  05  00	8	S	
1,969934	171	00  00  00  00  00  08  00  00	8	S	
1,970414	168	47  00  48  22  00  00  13  00	8	S	
1,970890	167	0F  00  00  00  71  FF  46  FF	8	S	
1,971373	166	0B  00  07  00  0C  00  00  00	8	S	
1,971853	165	08  02  00  00  00  00  D9  FB	8	S	
1,972353	164	00  00  00  00  00  00  00  00	8	S	
1,972820	163	ED  01  D8  01  EC  01  EC  01	8	S	
1,973480	192	00  00  00  00  01  00  00  00	8	S	
1,977696	173	02  00  00  00  00  00  00  00	8	S	
1,978176	172	00  00  07  00  E1  C5  05  00	8	S	
1,978668	171	00  00  00  00  00  08  00  00	8	S	
1,979139	168	47  00  48  22  FA  FF  0C  00	8	S	
1,979619	167	11  00  00  00  76  FF  0F  FF	8	S	
1,980107	166	05  00  01  00  F8  FF  00  00	8	S	
1,980587	165	08  02  00  00  00  00  D9  FB	8	S	
1,981086	164	00  00  00  00  00  00  00  00	8	S	
1,981554	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,982058	192	00  00  00  00  01  00  00  00	8	S	
1,983481	192	00  00  00  00  01  00  00  00	8	S	
1,986605	173	02  00  00  00  00  00  00  00	8	S	
1,987085	172	00  00  FA  FF  E4  C5  05  00	8	S	
1,987576	171	00  00  00  00  00  08  00  00	8	S	
1,988052	168	47  00  48  22  00  00  F3  FF	8	S	
1,988532	167	0A  00  00  00  7A  FF  43  FF	8	S	
1,989012	166	F8  FF  FC  FF  F8  FF  00  00	8	S	
1,989491	165	08  02  00  00  00  00  D9  FB	8	S	
1,989991	164	00  00  00  00  00  00  00  00	8	S	
1,990459	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,990963	192	00  00  00  00  01  00  00  00	8	S	
1,993474	192	00  00  00  00  01  00  00  00	8	S	
1,995530	173	00  00  00  00  00  00  00  00	8	S	
1,996013	172	00  00  FE  FF  E7  C5  05  00	8	S	
1,996505	171	00  00  00  00  00  08  00  00	8	S	
1,996993	168	47  00  48  22  00  00  FC  FF	8	S	
1,997473	167	0C  00  00  00  7A  FF  3A  FF	8	S	
1,997961	166	FE  FF  FF  FF  FB  FF  00  00	8	S	
1,998440	165	08  02  00  00  00  00  D9  FB	8	S	
1,998940	164	00  00  00  00  00  00  00  00	8	S	
1,999408	163	EC  01  D8  01  EC  01  EC  01	8	S	
1,999911	192	00  00  00  00  01  00  00  00	8	S	
2,003470	192	00  00  00  00  01  00  00  00	8	S	
2,004598	173	07  00  00  00  00  00  00  00	8	S	
2,005070	174	10  00  24  18  10  05  13  20	8	S	
2,005553	172	00  00  04  00  EA  C5  05  00	8	S	
2,006045	171	00  00  00  00  00  08  00  00	8	S	
2,006529	170	07  00  01  04  01  00  80  00	8	S	
2,007000	169	96  00  FA  00  FB  01  8B  04	8	S	
2,007473	168	47  00  48  22  FE  FF  07  00	8	S	
2,007952	167	0F  00  00  00  69  FF  3E  FF	8	S	
2,008440	166	02  00  04  00  00  00  00  00	8	S	
2,008924	165	09  02  00  00  00  00  D9  FB	8	S	
2,009423	164	00  00  00  00  00  00  00  00	8	S	
2,009891	163	EC  01  D8  01  EC  01  EC  01	8	S	
2,010351	162	F0  D8  F0  D8  B3  01  00  00	8	S	
2,010802	161	26  01  E9  08  E7  08  F0  D8	8	S	
2,011282	160	ED  00  EB  00  EE  00  FC  00	8	S	
2,011786	192	00  00  00  00  01  00  00  00	8	S	
2,013469	192	00  00  00  00  01  00  00  00	8	S	
2,013965	173	00  00  00  00  00  00  00  00	8	S	
2,014445	172	00  00  01  00  ED  C5  05  00	8	S	
2,014936	171	00  00  00  00  00  08  00  00	8	S	
2,015412	168	47  00  48  22  FF  FF  02  00	8	S	
2,015900	167	11  00  00  00  7A  FF  35  FF	8	S	
2,016396	166	00  00  01  00  00  00  00  00	8	S	
2,016876	165	08  02  00  00  00  00  D9  FB	8	S	
2,017375	164	00  00  00  00  00  00  00  00	8	S	
2,017843	163	EC  01  D8  01  ED  01  EC  01	8	S	
2,018483	192	00  00  00  00  01  00  00  00	8	S	
2,022594	173	00  00  00  00  00  00  00  00	8	S	
2,023074	172	00  00  FA  FF  F0  C5  05  00	8	S	
2,023566	171	00  00  00  00  00  08  00  00	8	S	
2,024034	168	47  00  48  22  05  00  F5  FF	8	S	
2,024518	167	00  00  00  00  9C  FF  94  FF	8	S	
2,025005	166	FE  FF  F6  FF  20  00  00  00	8	S	
2,025485	165	08  02  00  00  00  00  D9  FB	8	S	
2,025985	164	00  00  00  00  00  00  00  00	8	S	
2,026453	163	EC  01  D8  01  EC  01  EC  01	8	S	
2,026956	192	00  00  00  00  01  00  00  00	8	S	
2,028468	192	00  00  00  00  01  00  00  00	8	S	
2,031524	173	00  00  00  00  00  00  00  00	8	S	
2,032000	172	00  00  07  00  F3  C5  05  00	8	S	
2,032491	171	00  00  00  00  00  08  00  00	8	S	
2,032967	168	47  00  48  22  00  00  0D  00	8	S	
2,033451	167	0C  00  00  00  6E  FF  3E  FF	8	S	
2,033942	166	08  00  04  00  09  00  00  00	8	S	
2,034426	165	09  02  00  00  00  00  D9  FB	8	S	
2,034926	164	00  00  00  00  00  00  00  00	8	S	
2,035393	163	ED  01  D8  01  EC  01  EC  01	8	S	
2,035897	192	00  00  00  00  01  00  00  00	8	S	
2,038464	192	00  00  00  00  01  00  00  00	8	S	
2,040680	173	04  00  00  00  00  00  00  00	8	S	
